Taxa	stoolMeans	swabMeans	tissueMeans	Origin p-value	OriginSwabStool p-value	OriginTissueStool p-value	OriginTissueSwab p-value	Time p-value	Individual p-value	Origin (adj p-value)	OriginSwabStool (adj p-value)	OriginTissueStool (adj p-value)	OriginTissueSwab (adj p-value)	Time (adj p-value)	Individual (adj p-value)
Rhizobiales	1.08119079517198	1.25992637685261	0.96589395999745	0.0552753879625676	0.117557269082312	0.564504213647453	0.0680877340747428	0.638007045436018	5.09445259177065e-09	0.101164389289982	0.629032917407342	0.684461359047537	0.132090204105001	0.982433325026752	4.11801584501461e-08
Thermodesulfobacteriales	0.189977399001811	0.136624686153274	0.0447182510934897	0.0477932022306285	0.511568626840392	0.0470742934574132	0.396435663654283	0.0381127056562175	0.845955536647388	0.0909007963994307	0.99995620847492	0.106190848031839	0.549346562492364	0.980560929758008	0.93247371653178
Xanthomonadales	0.45199284103991	0.526058884891388	0.302487882048545	0.198081850920699	0.655953911610338	0.340803115857944	0.170982908649756	0.245145629157049	5.31586264188383e-06	0.261445239340525	0.99995620847492	0.480908320574441	0.289673680908096	0.980560929758008	2.06255470505093e-05
Solibacterales	0.0833346493461246	0.0587323415640638	0	0.135190471095313	0.743521069172012	0.121964169598552	0.45672918315742	0.136836802711137	0.911300240449224	0.190050372409353	0.99995620847492	0.215100444564719	0.576398017043631	0.980560929758008	0.993214868804211
Desulfobacterales	0.513189493925404	0.451072786183352	0.111477719259713	0.000638359170222832	0.724026171525895	0.000377742956363392	0.0133696425272761	0.917650371909255	0.000120920765845437	0.00193502623473796	0.99995620847492	0.00130860952740175	0.0324213831286446	0.995692413269522	0.000390977142900247
Rhodobacterales	0.580713772866931	0.629390362575318	0	7.38858425870547e-07	0.837449040243964	9.15143162805165e-07	4.7561498488502e-06	0.468852381804973	6.14178581057852e-10	3.58346336547215e-06	0.99995620847492	5.22169922306477e-06	2.89840664783811e-05	0.980560929758008	6.72386758166473e-09
Anaerolineales	0.0472570649991007	0.0477351954496004	0	0.376065459052931	0.999830036605492	0.354874287422772	0.456782467618513	0.343902360887139	0.23714816839763	0.437169035524008	0.99995620847492	0.484828251831111	0.576398017043631	0.980560929758008	0.306711631127602
Natranaerobiales	0.0225025585573374	0	0.0351516110313809	0.476116316851232	0.557455291536783	0.889474715555048	0.514471491213387	0.520461825929302	0.99992687474141	0.524810031074653	0.99995620847492	0.948121400097139	0.639791469842288	0.980560929758008	0.999990270309477
Cardiobacteriales	0.138801669827502	0.0840529782996217	0	0.0565189245186106	0.489192799779403	0.058736769120632	0.455876763914063	0.152726768974205	0.0417719832108446	0.10152473478343	0.99995620847492	0.12385796966742	0.576398017043631	0.980560929758008	0.0633106620539364
Legionellales	0.0274470233450179	0.0299042563331282	0	0.617066102904842	0.993769439454033	0.612946734956525	0.650642573524002	0.817854475317621	0.999916243473241	0.657751780019447	0.99995620847492	0.725799153220999	0.733864298044514	0.995692413269522	0.999990270309477
Fusobacteriales	0.357480403305451	0.516040480899755	0.0442495621236677	0.00108559186415243	0.153834854462325	0.0112771570243088	0.000668114678857301	0.0701939750824668	0.00429694256896345	0.00298917918982783	0.678271858311162	0.0303856730932764	0.00249258168650608	0.980560929758008	0.00850619243243785
Verrucomicrobiales	1.85962450889462	1.61482646806439	0.632661966377829	0.000862241226533113	0.600131237524014	0.000538441743432316	0.0245925829573023	0.202067439216098	1.25252562188564e-11	0.00245992349922682	0.99995620847492	0.00180099479699775	0.0542154669740527	0.980560929758008	3.03737463307269e-10
Erysipelotrichales	1.64202430080606	1.57569945634243	0.319243477490286	4.43093964676068e-17	0.805556023123731	2.80886425230165e-14	7.34856619999391e-13	0.316029477166573	6.05983392802248e-05	4.29801145735786e-16	0.99995620847492	3.33844063504785e-13	1.42562184279882e-11	0.980560929758008	0.000209929961077922
Caldilineales	0.0649665348376043	0.0787310859340989	0	0.298921609650719	0.923617038079287	0.331371177507501	0.301834453166598	0.620204506388202	0.466627155821114	0.353924292221877	0.99995620847492	0.479746331615337	0.430557969958236	0.982433325026752	0.53884326326962
Bdellovibrionales	0.101386877859683	0.158179159834913	0.0853229898244325	0.440462764552295	0.461133257977955	0.961367231728308	0.551333813368907	0.605198627450091	0.00604215504037434	0.495388502662649	0.99995620847492	0.981606541869956	0.668492248709799	0.982433325026752	0.0112709430560829
Chlorobiales	0.619395859629698	0.431678616676056	0.0813746587491984	5.54057631544163e-06	0.0779371568919025	5.8588870383014e-06	0.0169142412057343	0.611722910229037	7.99016821166957e-08	2.30211676575165e-05	0.470681727818372	2.99111601429071e-05	0.0400166194379567	0.982433325026752	4.30581286962194e-07
Pseudomonadales	1.05118930246649	1.79660245336115	1.05519960954634	8.56624328721602e-11	5.77463632467357e-11	0.999462195220596	5.89973268994015e-06	0.0214567948177396	0.00172126960320685	5.53950399239969e-10	1.86713241164445e-09	0.999462195220596	3.36631806425997e-05	0.980560929758008	0.00407227198807474
Puniceicoccales	0.0876562389703552	0.0775098576545151	0.0501713787930516	0.80069932980548	0.972672079873895	0.788125253277808	0.910494104942208	0.185927471094721	0.0640418140951385	0.80069932980548	0.99995620847492	0.888931971720319	0.972023459233833	0.980560929758008	0.0927172532422155
Rhodocyclales	0.431078996519141	0.30500477674621	0	1.86877164679719e-05	0.189043489522249	1.39965731363878e-05	0.0120586338347644	0.714796272140475	4.60003087241398e-07	6.71373517553066e-05	0.797270368854703	6.17121633740735e-05	0.0299919867172344	0.995692413269522	2.12477616487693e-06
Caulobacterales	0.347434374320332	0.37066154490399	0	0.00110938609107012	0.949165699490406	0.00104900881441061	0.00293498646276047	0.979651733394101	3.15643868670117e-11	0.00298917918982783	0.99995620847492	0.00339179516659431	0.00981702368578502	0.995692413269522	6.12349105220027e-10
Chthonomonadales	0.0134696673114518	0.0289469399669966	0	0.552218488662483	0.691391691803848	0.837976107563976	0.548448710321097	0.277909687217691	0.42395950931234	0.601856105620909	0.99995620847492	0.903152027041175	0.668492248709799	0.980560929758008	0.501513078088987
Planctomycetales	0.362392283870712	0.384221846274642	0.0352537561027599	0.00128772824454547	0.95047998833751	0.0012154971107069	0.00333424258529813	0.678587966771055	2.23441485776861e-07	0.00337593620867326	0.99995620847492	0.0038033296689861	0.010106922836685	0.982433325026752	1.14072758528187e-06
Campylobacterales	1.22475825407359	1.45206822052438	0.249820369518342	9.58204023366344e-11	0.126019894631002	1.59742474803437e-09	1.94562255195763e-10	0.393639871005125	6.35183615093422e-07	5.80911189165846e-10	0.629032917407342	1.10678714685239e-08	2.02794437909048e-09	0.980560929758008	2.80058230291191e-06
Syntrophobacterales	0.149773936041511	0.20237891043084	0	0.0223351586975876	0.548474848470092	0.0500714117532102	0.0183322157230369	0.957816991851518	0.00176684234469837	0.0470980520362173	0.99995620847492	0.110384703183213	0.0423386886936804	0.995692413269522	0.00408056446275577
Mycoplasmatales	0.963469536201373	1.34732435909576	2.03336310489111	2.17869191462405e-20	7.41975372320347e-06	2.00950367457153e-14	4.94409108098282e-08	0.99425665600923	0.350727608053999	3.7977991987878e-19	0.000119952685191789	3.33844063504785e-13	3.68905257581025e-07	0.995692413269522	0.420007135570838
Aeromonadales	0.47671814621573	0.57938940587568	0	3.21332670063042e-06	0.397213227658577	1.21649645551392e-05	4.7808769448876e-06	0.777876349648107	0.000192107784231015	1.41678495436887e-05	0.99995620847492	5.61905505642142e-05	2.89840664783811e-05	0.995692413269522	0.000571567456357965
Enterobacteriales	2.22909949346799	3.03879396499353	1.83375008819607	6.15992710326037e-05	0.000349366178957311	0.277368879142927	0.000273446464594485	0.896033694277426	1.93282517682212e-10	0.000213397474648663	0.0042360649198574	0.427060020267681	0.00110517946106937	0.995692413269522	2.67834345931065e-09
Oceanospirillales	0.52613141391187	0.911037353279287	1.25522905401255	1.49634517811833e-15	3.51101561046896e-07	1.63868918434673e-13	0.00241715499112338	0.499065213968528	0.99984684766863	1.20954568564565e-14	7.23320354703016e-06	1.44502591710575e-12	0.00837371550496315	0.980560929758008	0.999990270309477
Bifidobacteriales	1.93005174668966	1.83861933722293	0.347531132303426	3.9175161114418e-14	0.799544919051685	4.69624339416441e-14	1.72558412003809e-10	0.323262124223595	9.71742337440077e-06	2.92306971392196e-13	0.99995620847492	4.55535609233948e-13	2.02794437909048e-09	0.980560929758008	3.62534641275721e-05
Lactobacillales	2.22947500598084	2.59933959361932	0.603791652755609	2.34915414358008e-20	0.0111100722454907	2.87547763377916e-14	2.09832151654155e-14	0.790013979443608	0.120602512024466	3.7977991987878e-19	0.0979706370738721	3.33844063504785e-13	5.08842967761325e-13	0.995692413269522	0.167120623805332
Chrysiogenales	0.101668369992943	0.230455378442459	0	0.00138333038446276	0.0126883558115745	0.171159733063588	0.00167680697739658	0.0927928873022123	0.000616104600276323	0.00353113282349705	0.102564209476894	0.286249898399449	0.00602408432620254	0.980560929758008	0.00157268805860009
Solirubrobacterales	0.0611228588392617	0.0332029472335189	0	0.121849231120809	0.514806541553993	0.138114344223367	0.64460656099093	0.981555746020967	0.308067045705886	0.173814344392919	0.99995620847492	0.235036691046783	0.733864298044514	0.995692413269522	0.383040017110163
Rickettsiales	0.267339308648519	0.531621836603848	1.12467609192221	8.9269323655457e-21	7.97226565768527e-05	1.45439216225896e-14	1.80452552900334e-09	0.912487177791376	0.999854807137752	2.16478109864483e-19	0.00110472824113639	3.33844063504785e-13	1.59126342103022e-08	0.995692413269522	0.999990270309477
Myxococcales	0.62297247622276	0.686427630567887	0.222564098901413	0.00450898506121021	0.806693757783278	0.00595324390685892	0.00618775891074552	0.873737064222456	9.61508459938896e-12	0.0104136083556521	0.99995620847492	0.0164989902561519	0.0176533121865387	0.995692413269522	3.03737463307269e-10
Magnetococcales	0.0511084956162451	0.0856503929639544	0	0.240289830989406	0.578142327772474	0.469882921437244	0.211311811302102	0.982999006498107	0.311960426306215	0.298821969307338	0.99995620847492	0.591930433498866	0.339589186148021	0.995692413269522	0.383040017110163
Desulfarculales	0.224088197510459	0.182744321639796	0.168826088002821	0.684790144705827	0.79407791864683	0.771145612434891	0.987855216910708	0.415100913899405	1.60115677597124e-06	0.714243484263067	0.99995620847492	0.880013228308053	1	0.980560929758008	6.47134196955045e-06
Thiotrichales	0.162761730790665	0.163266398919858	0	0.0712032431048631	0.99995620847492	0.0614863483152356	0.123698445137491	0.341035296854041	0.000401310739457232	0.119081285882271	0.99995620847492	0.126897357161231	0.222199058858086	0.980560929758008	0.0011122040493529
Desulfuromonadales	0.68587721311815	0.741486170649469	0.129662946016554	7.01343572300568e-06	0.813644616945056	9.09976418084213e-06	2.78057726609271e-05	0.529694167453224	1.18732301912215e-09	2.7212130605262e-05	0.99995620847492	4.41338562770843e-05	0.000134857997405496	0.980560929758008	1.06591095084467e-08
Dehalococcoidales	0.187083817495215	0.270642235555227	0	0.0159831218801398	0.389900493702315	0.0540950291405796	0.0117784855708938	0.501603148904184	0.000413213393736151	0.0352355186903082	0.99995620847492	0.116604840591916	0.0299919867172344	0.980560929758008	0.00111338053312241
Sphingobacteriales	0.697303205943899	0.580852560735939	0.0352537561027599	2.09024252720142e-08	0.341827263397137	9.03526864437509e-09	4.3664211024308e-05	0.529204956433535	0.000461205839643863	1.12640847299187e-07	0.99995620847492	5.84280705669589e-08	0.000201687069969422	0.980560929758008	0.0012091072012285
Methylococcales	0.161374167890584	0.201616012779165	0	0.0263058006368705	0.723003963231387	0.0411162191869253	0.025625276566718	0.734299294521256	0.000194450784121782	0.053159638787009	0.99995620847492	0.0996711292397379	0.0552367072660365	0.995692413269522	0.000571567456357965
Sulfuricellales	0.064384351779971	0.0755619463868907	0	0.277661050847304	0.943008696257949	0.297255094455249	0.2908646668901	0.240442072282088	0.213293607768947	0.336664024152356	0.99995620847492	0.450527252533737	0.430557969958236	0.980560929758008	0.283417533610793
Pasteurellales	0.975996465024365	0.994611566601515	0.815568249269322	0.611977123122451	0.989577756382324	0.613562170764143	0.637670759220289	0.483074106876202	0.0285649579829857	0.657751780019447	0.99995620847492	0.725799153220999	0.733864298044514	0.980560929758008	0.0454229659729445
Ignavibacteriales	0.0918758585538533	0.0489139674965936	0	0.112431372599215	0.489002736256638	0.13063874382765	0.647958458926712	0.495159947530564	0.0826311076309924	0.167782202186521	0.99995620847492	0.22628496698718	0.733864298044514	0.980560929758008	0.117870844708916
Flavobacteriales	1.25666004019781	1.49028502567173	1.73747502019877	2.65289377418797e-08	0.00167442190877054	1.57159621982927e-07	0.0320555625342317	0.660127532519188	0.00629377768018362	1.35437208471702e-07	0.0162418925150742	9.52780208271498e-07	0.066157224804691	0.982433325026752	0.0115188006599587
Sphingomonadales	0.423932758318142	0.368339833958427	0	9.06760078654568e-05	0.742098568825202	4.90456489351532e-05	0.00313182730038641	0.469871074411903	6.68994774523584e-08	0.000303295612515493	0.99995620847492	0.000190297117868394	0.00990678992069898	0.980560929758008	4.05578082054923e-07
Gloeobacterales	0.128399790638779	0.113820306960726	0	0.0896576138092139	0.946301853615251	0.0722819403442952	0.213556086134323	0.671287413126465	0.00674701436684622	0.142570303926127	0.99995620847492	0.143088739048911	0.339589186148021	0.982433325026752	0.0116016001366495
Rhodospirillales	0.700843369657835	0.733612173664198	0.215961531230217	0.000103792048189621	0.929520108842113	0.00010150100336892	0.000390384886498452	0.238714727688957	3.86312024429288e-11	0.000335594289146441	0.99995620847492	0.000378676820260971	0.00151469335961399	0.980560929758008	6.24537772827349e-10
Gallionellales	0.157858719722593	0.135888644029779	0	0.0551527217073267	0.90480647221908	0.042706096238522	0.173206943223397	0.646291945774147	0.000380882503728326	0.101164389289982	0.99995620847492	0.0996711292397379	0.289673680908096	0.982433325026752	0.00108663537828375
Desulfurobacteriales	0.0292343558011726	0.0410185160371917	0	0.378579370969244	0.829301606085041	0.485455872068368	0.350660138491074	0.0704435032866867	0.00498896960852424	0.437169035524008	0.99995620847492	0.603707943469637	0.492957006284553	0.980560929758008	0.00967860104053703
Halanaerobiales	0.140951091710416	0.173696760664892	0	0.0295099475859677	0.757876597394471	0.0431565714233917	0.0297642860887363	0.32335039583453	0.0190390162710288	0.0572492983167773	0.99995620847492	0.0996711292397379	0.0627638206653787	0.980560929758008	0.0307797429714966
Desulfovibrionales	1.23436685887919	1.30074670574785	1.26905413121596	0.753053075725677	0.74465208133566	0.95033222001467	0.969046006506266	0.742046709394734	1.06311806922673e-13	0.768906824688323	0.99995620847492	0.980661971717266	0.999973006713913	0.995692413269522	1.03122452714993e-11
Selenomonadales	1.51046864009431	1.41811657403143	0.267309070653432	1.75940630776274e-09	0.79977891468116	7.86354203974327e-10	7.49012594614129e-07	0.470851789775812	1.27678628997228e-08	1.00389654031168e-08	0.99995620847492	5.8674121373469e-09	5.18958726268361e-06	0.980560929758008	8.77754447875796e-08
Acidimicrobiales	0.065272600206301	0.163318868476898	0	0.0187060847686089	0.0552663737642997	0.43690079122881	0.0243366896352376	0.200958418444709	0.431088763533601	0.0403220049456682	0.382917018224076	0.559123626952953	0.0542154669740527	0.980560929758008	0.503802530876618
Spirochaetales	0.94067452399648	1.12699278518084	0.87624699262598	0.0636127825238821	0.0824906120918796	0.824457953538854	0.120446302347993	0.69307046499272	2.36183724263347e-07	0.108433823554233	0.470681727818372	0.903152027041175	0.220439459014252	0.988644633886673	1.14549106267723e-06
Sphaerobacterales	0.107163124277085	0.0614502877761378	0	0.0963791370263767	0.516010370742205	0.104841165435083	0.572147035418296	0.191395765860517	0.161670136268208	0.148393274469183	0.99995620847492	0.19187911409817	0.685163733772527	0.980560929758008	0.220873284760791
Deferribacterales	0.138435817449517	0.0996628202374029	0	0.0286334928616296	0.617913878779664	0.023754242487157	0.230420756996118	0.530285761133665	0.0121839060389821	0.0566826287260832	0.99995620847492	0.0606358295066901	0.360496990784249	0.980560929758008	0.0203765325134701
Methylophilales	0.18503972479755	0.257727244760345	0	0.00878034219603993	0.408809927827241	0.028563682268796	0.00658901498798536	0.0807831156192041	0.00210172143550207	0.0198068184422296	0.99995620847492	0.0710430046172619	0.0182609843952737	0.980560929758008	0.00474109254055118
Deinococcales	0.465036287641173	0.486574769825454	0	1.862275363326e-05	0.959039166569025	1.6545000465884e-05	0.000114621642331003	0.804432192478407	1.35735223898319e-08	6.71373517553066e-05	0.99995620847492	6.6869376882948e-05	0.000483404317656839	0.995692413269522	8.77754447875796e-08
Hydrogenophilales	0.135482032833448	0.136866264581292	0	0.093850728971795	0.999576536022779	0.0827338758820447	0.150749346247747	0.186378496108582	0.0065490834035558	0.146830979197808	0.99995620847492	0.157356587461928	0.26111940332199	0.980560929758008	0.0115502016389984
Chromatiales	0.538575440214888	0.55511357062656	0.0238152894117063	1.655380644675e-06	0.975072114796501	1.37714060222116e-06	1.8726198489416e-05	0.512473484489051	1.05942552116823e-06	7.64628202540359e-06	0.99995620847492	7.42125768974737e-06	9.56021712354398e-05	0.980560929758008	4.46801198057907e-06
Coriobacteriales	2.25293085657805	1.98611867092586	0.631800007424401	1.78964217594474e-18	0.0774630311419827	2.38697950294409e-14	1.39332989590457e-11	0.0964689145228681	1.24946891792794e-05	2.16994113833299e-17	0.470681727818372	3.33844063504785e-13	2.25254999837906e-10	0.980560929758008	4.48883277922259e-05
Unclassified	2.96992364601059	2.95925502193624	2.27203146323832	1.1325610623118e-42	0.920024100500556	1.66533453693773e-15	1.66533453693773e-15	0.308600911846666	0.348633996634399	1.09858423044244e-40	0.99995620847492	5.38458166943201e-14	6.10252589202294e-14	0.980560929758008	0.420007135570838
Elusimicrobiales	0.0268374984557101	0	0	0.181354449855523	0.260374779042711	0.425823701871034	1	0.357349202756429	0.999990270309477	0.247765938535011	0.99995620847492	0.55817431191203	1	0.980560929758008	0.999990270309477
Alteromonadales	4.83421192352727	4.79164982196168	5.06446033793152	5.69595900804532e-06	0.513153196991187	1.52188992230684e-05	1.04237294279441e-05	0.421421666271766	6.23864002422501e-10	2.30211676575165e-05	0.99995620847492	6.41840532451146e-05	5.61723196950322e-05	0.980560929758008	6.72386758166473e-09
Nitrosomonadales	0.0679195728264022	0.11961048974593	0	0.0637188447689825	0.299211551383319	0.268989604184327	0.0519337730488117	0.67476108517931	0.0393005695750589	0.108433823554233	0.99995620847492	0.427060020267681	0.104949499702807	0.982433325026752	0.060510400774297
